Card	Count	Color	CMC	Type	Mana Cost	ACC	RCC	Decks
Ricochet Trap	1	R	4	Instant	3R	R	N/A	Godo Helm
Riftsweeper	6	G	2	Creature	1G	N/A	N/A	Food Chain Prossh, Gitrog Dredge, Honorbru Meren, Momir Hackball, Seasons Pastigur, Varolz Hulk
Rings of Brighthearth	4	C	3	Artifact	3	N/A	N/A	Buried Alive Razaketh Sidisi, Paradox Arcum, Sidisi Ad Naus Fishbowl, Teferi Chain Veil
Rishadan Port	1	C	0	Land	N/A	N/A	N/A	Godo Helm
Rishkar's Expertise	1	G	6	Sorcery	4GG	N/A	N/A	Selvala Brostorm
Rishkar, Peema Renegade	2	G	3	Creature	2G	N/A	N/A	Harvest Animar, Paradox Sisay
Rite of Flame	3	R	1	Sorcery	R	N/A	N/A	Godo Helm, Jeleva Storm, Mad Farm
Rolling Earthquake	6	R	1	Sorcery	XR	N/A	N/A	BUGR Paradox Scepter, Breya Consultation, Doomsday Yidris, Grixis Consultation, Kess Storm, Opus Thief
Root Maze	5	G	1	Enchantment	G	N/A	N/A	Blood Pod, Honorbru Meren, Hulkweaver, Meta Pod, Midrange Yisan
Rule of Law	2	W	3	Enchantment	2W	N/A	N/A	Blood Pod, Meta Pod
Runic Armasaur	6	G	3	Creature	1GG	N/A	N/A	4c Rashmi, E-MAN, Harvest Animar, Meta Pod, Midrange Yisan, Seasons Pastigur
Sacred Foundry	1	C	0	Land	N/A	N/A	N/A	Mad Farm
Sacrifice	1	B	1	Instant	B	N/A	N/A	Buried Alive Razaketh Sidisi
Saffi Eriksdotter	1	WG	2	Creature	GW	N/A	N/A	Hulkweaver
Sakura-Tribe Scout	1	G	1	Creature	G	N/A	N/A	Midrange Yisan
Sandstone Needle	1	R	0	Land	N/A	N/A	N/A	Godo Helm
Sapphire Medallion	3	C	2	Artifact	2	N/A	N/A	Baral Control, High Tide Jace, Rashmi Control
Savage Summoning	1	G	1	Instant	G	N/A	N/A	Gitrog Dredge
Savannah	20	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Bad Farm, Blood Pod, Breakfast Hulk, E-MAN, Food Chain Tazri, HE-MAN, Hulkweaver, Meta Pod, Najeela Hermit Hulk, Najeela Tempo, Paradox Scepter Thrasios, Paradox Sisay, Rad Farm, Razakats, Scion Reanimator, Shuffle Hulk, T&T Hulkball, Tazri Hulk
Scalding Tarn	47	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Baral Control, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Edric Turns, Food Chain Prossh, Food Chain Tazri, Grixis Consultation, Grixis Twin, HE-MAN, Harvest Animar, High Tide Jace, Hulkweaver, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mad Farm, Melt Banana, Meta Pod, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Arcum, Paradox Scepter Thrasios, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, Tazri Hulk, Teferi Chain Veil, Zuran Consultation
Scavenger Grounds	1	C	0	Land	N/A	N/A	N/A	Bad Farm
Scavenging Ooze	3	G	2	Creature	1G	N/A	N/A	Blood Pod, Midrange Yisan, Momir Hackball
Scion of the Ur-Dragon	1	WUBRG	5	Creature	WUBRG	N/A	N/A	Scion Reanimator
Scrap Trawler	1	C	3	Artifact Creature	3	N/A	N/A	Paradox Arcum
Scroll Rack	4	C	2	Artifact	2	N/A	N/A	Bad Farm, E-MAN, Mad Farm, Shimmer Zur
Scrubland	25	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Bad Farm, Blood Pod, Breakfast Hulk, Breya Consultation, Doomsday Breya, Doomsday Zur, E-MAN, HE-MAN, Hulkweaver, Kraum's MANly Combo, Mad Farm, Meta Pod, Najeela Hermit Hulk, Najeela Tempo, Opus Thief, Rad Farm, Razakats, Scion Reanimator, Shimmer Zur, Shuffle Hulk, T&T Hulkball, Tazri Hulk, Zuran Consultation
Scryb Ranger	2	G	2	Creature	1G	N/A	N/A	Midrange Yisan, Selvala Brostorm
Scryb Sprites	1	G	1	Creature	G	N/A	N/A	Edric Turns
Sea of Clouds	2	WU	0	Land	N/A	N/A	N/A	Opus Thief, Zuran Consultation
Search for Azcanta	1	U	2	Enchantment	1U	N/A	N/A	Seasons Pastigur
Seasons Past	2	G	6	Sorcery	4GG	N/A	N/A	Rashmi Control, Seasons Pastigur
Seat of the Synod	1	U	0	Artifact Land	N/A	N/A	N/A	Paradox Arcum
Seedborn Muse	4	G	5	Creature	3GG	N/A	N/A	4c Rashmi, Midrange Yisan, Scepter Control, Seasons Pastigur
Seething Song	3	R	3	Instant	2R	N/A	N/A	Godo Helm, Jeleva Storm, Mad Farm
Selvala, Explorer Returned	1	WG	3	Creature	1GW	N/A	N/A	Paradox Sisay
Selvala, Heart of the Wilds	2	G	3	Creature	1GG	N/A	N/A	Food Chain Prossh, Selvala Brostorm
Sensei's Divining Top	30	C	1	Artifact	1	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Bad Farm, Baral Control, Breya Consultation, Buried Alive Razaketh Sidisi, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Food Chain Prossh, Grixis Consultation, HE-MAN, High Tide Jace, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mad Farm, Melt Banana, Midrange Yisan, Paradox Arcum, Paradox Scepter Thrasios, Rashmi Control, Scepter Control, Seasons Pastigur, Shimmer Zur, Sidisi Ad Naus Fishbowl, Teferi Chain Veil, Zuran Consultation
Sequestered Stash	1	C	0	Land	N/A	N/A	N/A	Godo Helm
Serra Ascendant	3	W	1	Creature	W	N/A	N/A	Bad Farm, Blood Pod, Mad Farm
Serum Powder	2	C	3	Artifact	3	N/A	N/A	4c Lightning Druid, 5c Lightning Druid
Serum Visions	1	U	1	Sorcery	U	N/A	N/A	High Tide Jace
Shadow of Doubt	1	UB	2	Instant	U/BU/B	N/A	N/A	Seasons Pastigur
Shallow Grave	5	B	2	Instant	1B	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Buried Alive Razaketh Sidisi, SBT Grave Combos, Varolz Hulk
Shaman en-Kor	2	W	2	Creature	1W	N/A	N/A	4c Lightning Druid, 5c Lightning Druid
Shattering Spree	1	R	1	Sorcery	R	N/A	N/A	Godo Helm
Sheltering Ancient	1	G	2	Creature	1G	N/A	N/A	Selvala Brostorm
Shield Sphere	3	C	0	Artifact Creature	0	N/A	N/A	Buried Alive Razaketh Sidisi, Paradox Arcum, Sidisi Ad Naus Fishbowl
Shimmer Myr	2	C	3	Artifact Creature	3	N/A	N/A	Paradox Arcum, Shimmer Zur
Shivan Reef	1	UR	0	Land	N/A	N/A	N/A	Grixis Twin
Show and Tell	1	U	3	Sorcery	2U	N/A	N/A	4c Lightning Druid
Shuko	2	C	1	Artifact	1	N/A	N/A	4c Lightning Druid, 5c Lightning Druid
Sickening Dreams	2	B	2	Sorcery	1B	N/A	N/A	Bad Farm, Mad Farm
Sidisi's Faithful	1	U	1	Creature	U	N/A	N/A	Momir Hackball
Sidisi, Brood Tyrant	1	UBG	4	Creature	1BGU	N/A	N/A	SBT Grave Combos
Sidisi, Undead Vizier	2	B	5	Creature	3BB	N/A	N/A	Buried Alive Razaketh Sidisi, Sidisi Ad Naus Fishbowl
Silence	21	W	1	Instant	W	N/A	N/A	Bad Farm, Breakfast Hulk, Breya Consultation, Doomsday Breya, Doomsday Zur, E-MAN, Food Chain Tazri, HE-MAN, Hulkweaver, Kraum's MANly Combo, Mad Farm, Najeela Hermit Hulk, Najeela Tempo, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, Shimmer Zur, Shuffle Hulk, T&T Hulkball, Zuran Consultation
Silent Gravestone	1	C	1	Artifact	1	N/A	N/A	Grixis Consultation
Silver Myr	1	U	2	Artifact Creature	2	N/A	N/A	Paradox Arcum
Simian Spirit Guide	4	R	3	Creature	2R	N/A	N/A	5c Lightning Druid, Food Chain Prossh, Godo Helm, Mad Farm
Simic Signet	7	UG	2	Artifact	2	N/A	N/A	4c Rashmi, Divergent Control, Doomsday Yidris, Paradox Scepter Thrasios, Rashmi Control, Scepter Control, Seasons Pastigur
Sire of Insanity	1	BR	6	Creature	4BR	N/A	N/A	Blood Pod
Siren Stormtamer	2	U	1	Creature	U	N/A	N/A	Edric Turns, Harvest Animar
Skirge Familiar	2	B	5	Creature	4B	N/A	N/A	Gitrog Dredge, Sidisi Ad Naus Fishbowl
Skirk Prospector	1	R	1	Creature	R	N/A	N/A	Mad Farm
Skullclamp	5	C	1	Artifact	1	N/A	N/A	Bad Farm, Blood Pod, Food Chain Prossh, Honorbru Meren, Najeela Hermit Hulk
Skullwinder	1	G	3	Creature	2G	N/A	N/A	Selvala Brostorm
Sky Diamond	1	U	2	Artifact	2	N/A	N/A	Paradox Arcum
Slaughter Pact	3	B	0	Instant	0	N/A	N/A	Buried Alive Razaketh Sidisi, Sidisi Ad Naus Fishbowl, Varolz Hulk
Sleight of Hand	7	U	1	Sorcery	U	N/A	N/A	Baral Control, Doomsday Zur, HE-MAN, High Tide Jace, Kess Storm, Rashmi Control, Teferi Chain Veil
Sleight of Mind	1	U	1	Instant	U	N/A	N/A	Momir Hackball
Slither Blade	1	U	1	Creature	U	N/A	N/A	Edric Turns
Slithermuse	1	U	4	Creature	2UU	N/A	3U	Harvest Animar
Sliver Queen	1	WUBRG	5	Creature	WUBRG	N/A	N/A	5c Lightning Druid
Smothering Abomination	1	C	4	Creature	2BB	N/A	N/A	Food Chain Prossh
Smothering Tithe	3	W	4	Enchantment	3W	N/A	N/A	Bad Farm, Kraum's MANly Combo, Opus Thief
Snap	4	U	2	Instant	1U	N/A	N/A	Doomsday Zur, High Tide Jace, Jeleva Storm, Kess Storm
Snapcaster Mage	6	U	2	Creature	1U	N/A	N/A	Baral Control, Doomsday Breya, Edric Turns, Mimeo Reanimator Hulk, Paradox Arcum, Rashmi Control
Snow-Covered Forest	10	G	0	Land	N/A	N/A	N/A	Bad Farm, Food Chain Prossh, Harvest Animar, Honorbru Meren, Midrange Yisan, Rad Farm, Rashmi Control, Razakats, Scepter Control, Selvala Brostorm
Snow-Covered Island	13	U	0	Land	N/A	N/A	N/A	Baral Control, Breya Consultation, Doomsday Yidris, Grixis Consultation, Harvest Animar, Kraum's MANly Combo, Opus Thief, Paradox Scepter Thrasios, Rashmi Control, Razakats, Scepter Control, Scion Reanimator, Zuran Consultation
Snow-Covered Mountain	1	R	0	Land	N/A	N/A	N/A	Mad Farm
Snow-Covered Plains	2	W	0	Land	N/A	N/A	N/A	Bad Farm, Mad Farm
Snow-Covered Swamp	8	B	0	Land	N/A	N/A	N/A	Bad Farm, Breya Consultation, Food Chain Prossh, Honorbru Meren, Mad Farm, Razakats, Scepter Control, Zuran Consultation
Sol Ring	58	C	1	Artifact	1	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Bad Farm, Baral Control, Blood Pod, Breakfast Hulk, Breya Consultation, Buried Alive Razaketh Sidisi, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Edric Turns, Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, Godo Helm, Grixis Consultation, Grixis Twin, HE-MAN, High Tide Jace, Honorbru Meren, Hulkweaver, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mad Farm, Melt Banana, Meta Pod, Midrange Yisan, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Arcum, Paradox Scepter Thrasios, Paradox Sisay, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Selvala Brostorm, Shimmer Zur, Shuffle Hulk, Sidisi Ad Naus Fishbowl, T&T Hulkball, Tazri Hulk, Teferi Chain Veil, Varolz Hulk, Zuran Consultation
Somberwald Sage	1	G	3	Creature	2G	N/A	N/A	Momir Hackball
Somberwald Stag	2	G	5	Creature	3GG	N/A	N/A	Midrange Yisan, Selvala Brostorm
Song of the Dryads	2	G	3	Enchantment	2G	N/A	N/A	Midrange Yisan, Selvala Brostorm
Songs of the Damned	1	B	1	Instant	B	N/A	N/A	Buried Alive Razaketh Sidisi
Soul's Majesty	1	G	5	Sorcery	4G	N/A	N/A	Selvala Brostorm
Spawning Pit	1	C	2	Artifact	2	N/A	N/A	T&T Hulkball
Spectral Shift	1	U	2	Instant	1U	N/A	N/A	Momir Hackball
Spell Pierce	22	U	1	Instant	U	N/A	N/A	Baral Control, Breya Consultation, Doomsday Yidris, Doomsday Zur, Edric Turns, Food Chain Tazri, Grixis Consultation, High Tide Jace, Jeleva Storm, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Opus Thief, Paradox Arcum, Paradox Scepter Thrasios, Rad Farm, Rashmi Control, SBT Grave Combos, Shimmer Zur, Tazri Hulk, Teferi Chain Veil, Zuran Consultation
Spellseeker	10	U	3	Creature	2U	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Breakfast Hulk, Harvest Animar, High Tide Jace, Hulkweaver, Mimeo Reanimator Hulk, Najeela Hermit Hulk, Razakats, Teferi Chain Veil
Spellskite	2	U	2	Artifact Creature	2	N/A	N/A	Harvest Animar, Paradox Arcum
Spellstutter Sprite	1	U	2	Creature	1U	N/A	N/A	Edric Turns
Sphere of Resistance	4	C	2	Artifact	2	N/A	N/A	Blood Pod, Meta Pod, Midrange Yisan, Paradox Sisay
Spine of Ish Sah	1	C	7	Artifact	7	N/A	N/A	Paradox Arcum
Spire Garden	1	RG	0	Land	N/A	N/A	N/A	Harvest Animar
Spire Tracer	1	G	1	Creature	G	N/A	N/A	Edric Turns
Spirit of the Labyrinth	1	W	2	Enchantment Creature	1W	N/A	N/A	Paradox Sisay
Splinter Twin	2	R	4	Enchantment	2RR	N/A	N/A	Grixis Twin, Meta Pod
Springleaf Drum	2	C	1	Artifact	1	N/A	N/A	Buried Alive Razaketh Sidisi, Sidisi Ad Naus Fishbowl
Squandered Resources	2	BG	2	Enchantment	BG	N/A	N/A	Gitrog Dredge, Melt Banana
Squee, the Immortal	3	R	3	Creature	1RR	N/A	N/A	Food Chain Prossh, Food Chain Tazri, Tazri Hulk
Squirrel Nest	2	G	3	Enchantment	1GG	N/A	N/A	Bad Farm, Rad Farm
Staff of Domination	3	C	3	Artifact	3	N/A	N/A	Midrange Yisan, Paradox Arcum, Selvala Brostorm
Stasis	1	U	2	Enchantment	1U	N/A	N/A	Teferi Chain Veil
Static Orb	1	C	3	Artifact	3	N/A	N/A	Paradox Sisay
Steam Vents	14	C	0	Land	N/A	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Breya Consultation, Divergent Control, Doomsday Yidris, Grixis Consultation, Grixis Twin, Harvest Animar, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Melt Banana, Nooze Reanimator, Opus Thief
Stifle	2	U	1	Instant	U	N/A	N/A	E-MAN, Tazri Hulk
Stomping Ground	7	C	0	Land	N/A	N/A	N/A	5c Lightning Druid, Blood Pod, Food Chain Prossh, Harvest Animar, Melt Banana, Meta Pod, Nooze Reanimator
Stony Silence	4	W	2	Enchantment	1W	N/A	N/A	Blood Pod, Hulkweaver, Meta Pod, Paradox Sisay
Stormscape Familiar	1	U	2	Creature	1U	N/A	N/A	Kraum's MANly Combo
Stranglehold	4	R	4	Enchantment	3R	N/A	N/A	Blood Pod, Godo Helm, Grixis Consultation, Meta Pod
Street Wraith	1	B	5	Creature	3BB	N/A	N/A	4c Rashmi
Strip Mine	6	C	0	Land	N/A	N/A	N/A	Blood Pod, Gitrog Dredge, Mad Farm, Midrange Yisan, Paradox Sisay, Seasons Pastigur
Stroke of Genius	3	U	3	Instant	X2U	N/A	N/A	Baral Control, Rashmi Control, Teferi Chain Veil
Stubborn Denial	2	U	1	Instant	U	N/A	N/A	Scepter Control, Seasons Pastigur
Submerge	2	U	5	Instant	4U	N/A	N/A	High Tide Jace, Rashmi Control
Summer Bloom	2	G	2	Sorcery	1G	N/A	N/A	Doomsday Yidris, Melt Banana
Summoner's Pact	10	G	0	Instant	0	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Breakfast Hulk, Food Chain Prossh, Gitrog Dredge, Najeela Hermit Hulk, Najeela Tempo, Selvala Brostorm, Shuffle Hulk, Varolz Hulk
Sun Titan	1	W	6	Creature	4WW	N/A	N/A	Blood Pod
Sunken Ruins	4	UB	0	Land	N/A	N/A	N/A	Grixis Consultation, Grixis Twin, Jeleva Storm, Seasons Pastigur
Suppression Field	1	W	2	Enchantment	1W	N/A	N/A	Opus Thief
Survival of the Fittest	18	G	2	Enchantment	1G	N/A	N/A	5c Lightning Druid, Blood Pod, Breakfast Hulk, Harvest Animar, Honorbru Meren, Hulkweaver, Meta Pod, Midrange Yisan, Mimeo Reanimator Hulk, Nooze Reanimator, Paradox Sisay, Razakats, SBT Grave Combos, Scion Reanimator, Selvala Brostorm, Shuffle Hulk, T&T Hulkball, Varolz Hulk
Swamp	19	B	0	Land	N/A	N/A	N/A	Blood Pod, Buried Alive Razaketh Sidisi, Doomsday Zur, Food Chain Prossh, Gitrog Dredge, Grixis Consultation, Grixis Twin, Honorbru Meren, Hulkweaver, Kess Storm, Mad Farm, Meta Pod, Mimeo Reanimator Hulk, Nooze Reanimator, Seasons Pastigur, Shimmer Zur, Sidisi Ad Naus Fishbowl, T&T Hulkball, Varolz Hulk
Swan Song	40	U	1	Instant	U	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Baral Control, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Food Chain Tazri, Grixis Consultation, Grixis Twin, HE-MAN, Harvest Animar, High Tide Jace, Hulkweaver, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Arcum, Paradox Scepter Thrasios, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, Tazri Hulk, Teferi Chain Veil, Zuran Consultation
Swords to Plowshares	18	W	1	Instant	W	N/A	N/A	Bad Farm, Blood Pod, Breya Consultation, Doomsday Breya, Doomsday Zur, E-MAN, Food Chain Tazri, HE-MAN, Hulkweaver, Kraum's MANly Combo, Mad Farm, Najeela Tempo, Opus Thief, Paradox Sisay, Shimmer Zur, T&T Hulkball, Tazri Hulk, Zuran Consultation
Sygg, River Cutthroat	1	UB	2	Creature	U/BU/B	N/A	N/A	4c Rashmi
Sylvan Library	37	G	2	Enchantment	1G	N/A	N/A	4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Blood Pod, Breakfast Hulk, Divergent Control, Doomsday Yidris, E-MAN, Edric Turns, Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, HE-MAN, Harvest Animar, Honorbru Meren, Hulkweaver, Meta Pod, Midrange Yisan, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Paradox Scepter Thrasios, Paradox Sisay, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Selvala Brostorm, Shuffle Hulk, T&T Hulkball, Tazri Hulk, Varolz Hulk
Sylvan Ranger	1	G	2	Creature	1G	N/A	N/A	Food Chain Prossh
Sylvan Safekeeper	7	G	1	Creature	G	N/A	N/A	Edric Turns, Gitrog Dredge, Harvest Animar, Midrange Yisan, Momir Hackball, Paradox Sisay, Varolz Hulk
Sylvan Scrying	1	G	2	Sorcery	1G	N/A	N/A	Midrange Yisan
Sylvan Tutor	5	G	1	Sorcery	G	N/A	N/A	4c Lightning Druid, Breakfast Hulk, Gitrog Dredge, Harvest Animar, T&T Hulkball
Taiga	12	C	0	Land	N/A	N/A	N/A	4c Rashmi, 5c Lightning Druid, Blood Pod, Food Chain Prossh, Harvest Animar, Melt Banana, Meta Pod, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Scion Reanimator, T&T Hulkball
Tainted Pact	17	B	2	Instant	1B	N/A	N/A	BUGR Paradox Scepter, Bad Farm, Breya Consultation, Doomsday Breya, Doomsday Yidris, Food Chain Prossh, Food Chain Tazri, Grixis Consultation, Grixis Twin, Kraum's MANly Combo, Mad Farm, Najeela Tempo, Opus Thief, Paradox Scepter Thrasios, SBT Grave Combos, Tazri Hulk, Zuran Consultation
Talisman of Dominance	21	UB	2	Artifact	2	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Grixis Consultation, Grixis Twin, HE-MAN, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Melt Banana, Opus Thief, Paradox Scepter Thrasios, Scepter Control, Seasons Pastigur, Shimmer Zur, Zuran Consultation
Talisman of Impulse	1	RG	2	Artifact	2	N/A	N/A	Melt Banana
Talisman of Indulgence	6	BR	2	Artifact	2	N/A	N/A	BUGR Paradox Scepter, Divergent Control, Doomsday Breya, Grixis Twin, Kraum's MANly Combo, Mad Farm
Talisman of Progress	9	WU	2	Artifact	2	N/A	N/A	Breya Consultation, Doomsday Breya, Doomsday Zur, E-MAN, HE-MAN, Kraum's MANly Combo, Opus Thief, Shimmer Zur, Zuran Consultation
Tana, the Bloodsower	3	RG	4	Creature	2RG	N/A	N/A	Blood Pod, Meta Pod, T&T Hulkball
Tangle Wire	2	C	3	Artifact	3	N/A	N/A	Meta Pod, Midrange Yisan
Tarnished Citadel	27	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Yidris, Food Chain Prossh, Food Chain Tazri, Grixis Consultation, Grixis Twin, Harvest Animar, Hulkweaver, Meta Pod, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, SBT Grave Combos, Scion Reanimator, Shuffle Hulk, T&T Hulkball, Tazri Hulk, Zuran Consultation
Tasigur, the Golden Fang	2	UBG	6	Creature	5B	N/A	B	Scepter Control, Seasons Pastigur
Teferi, Temporal Archmage	1	U	6	Planeswalker	4UU	N/A	N/A	Teferi Chain Veil
Temple Garden	6	C	0	Land	N/A	N/A	N/A	Bad Farm, Blood Pod, Hulkweaver, Meta Pod, Paradox Sisay, T&T Hulkball
Temporal Manipulation	1	U	5	Sorcery	3UU	N/A	N/A	Edric Turns
Temporal Mastery	1	U	7	Sorcery	5UU	N/A	1U	Edric Turns
Temporal Trespass	1	U	11	Sorcery	8UUU	N/A	UUU	Edric Turns
Temur Sabertooth	3	G	4	Creature	2GG	N/A	N/A	Midrange Yisan, Momir Hackball, Selvala Brostorm
Tendershoot Dryad	1	G	5	Creature	4G	N/A	N/A	Blood Pod
Tetsuko Umezawa, Fugitive	1	U	2	Creature	1U	N/A	N/A	Edric Turns
Tezzeret the Seeker	1	U	5	Planeswalker	3UU	N/A	N/A	Teferi Chain Veil
Thalia, Guardian of Thraben	3	W	2	Creature	1W	N/A	N/A	Blood Pod, Meta Pod, Paradox Sisay
The Chain Veil	1	C	4	Artifact	4	N/A	N/A	Teferi Chain Veil
The Gitrog Monster	1	BG	5	Creature	3BG	N/A	N/A	Gitrog Dredge
The Mimeoplasm	1	UBG	5	Creature	2BGU	N/A	N/A	Mimeo Reanimator Hulk
The Tabernacle at Pendrell Vale	2	C	0	Land	N/A	N/A	N/A	Teferi Chain Veil, Zuran Consultation
The Ur-Dragon	1	WUBRG	9	Creature	4WUBRG	N/A	N/A	Scion Reanimator
Thing in the Ice	1	U	2	Creature	1U	N/A	N/A	Baral Control
Thirst for Knowledge	2	U	3	Instant	2U	N/A	N/A	Baral Control, Teferi Chain Veil
Thorn of Amethyst	2	C	2	Artifact	2	N/A	N/A	Midrange Yisan, Paradox Sisay
Thought Scour	1	U	1	Instant	U	N/A	N/A	Doomsday Breya
Thought Vessel	4	C	2	Artifact	2	N/A	N/A	Godo Helm, Paradox Arcum, Seasons Pastigur, Sidisi Ad Naus Fishbowl
Thought-Knot Seer	1	C	4	Creature	3C	N/A	N/A	Midrange Yisan
Thoughtseize	8	B	1	Sorcery	B	N/A	N/A	Bad Farm, Buried Alive Razaketh Sidisi, Gitrog Dredge, Kess Storm, Mad Farm, Melt Banana, Sidisi Ad Naus Fishbowl, Varolz Hulk
Thousand-Year Elixir	2	C	3	Artifact	3	N/A	N/A	Paradox Arcum, Paradox Sisay
Thousand-Year Storm	1	UR	6	Enchantment	4UR	N/A	N/A	Jeleva Storm
Thran Dynamo	2	C	4	Artifact	4	N/A	N/A	Godo Helm, Teferi Chain Veil
Thran Quarry	1	C	0	Land	N/A	N/A	N/A	Harvest Animar
Thrasios, Triton Hero	13	UG	2	Creature	GU	N/A	N/A	4c Lightning Druid, 4c Rashmi, BUGR Paradox Scepter, Breakfast Hulk, Divergent Control, E-MAN, HE-MAN, Hulkweaver, Nooze Reanimator, Paradox Scepter Thrasios, Rad Farm, Razakats, Shuffle Hulk
Three Visits	1	G	2	Sorcery	1G	N/A	N/A	Rashmi Control
Thunderclap	1	R	3	Instant	2R	0	N/A	Godo Helm
Time Spiral	2	U	6	Sorcery	4UU	N/A	N/A	High Tide Jace, Teferi Chain Veil
Time Warp	1	U	5	Sorcery	3UU	N/A	N/A	Edric Turns
Timetwister	30	U	3	Sorcery	2U	N/A	N/A	BUGR Paradox Scepter, Baral Control, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Yidris, Doomsday Zur, E-MAN, Food Chain Tazri, Grixis Consultation, Grixis Twin, HE-MAN, High Tide Jace, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Melt Banana, Nooze Reanimator, Opus Thief, Paradox Arcum, Paradox Scepter Thrasios, Rad Farm, Razakats, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Tazri Hulk, Teferi Chain Veil, Zuran Consultation
Tinder Wall	1	RG	1	Creature	G	N/A	N/A	Melt Banana
Tishana, Voice of Thunder	1	UG	7	Creature	5GU	N/A	N/A	Harvest Animar
Tooth and Nail	1	G	7	Sorcery	5GG	N/A	N/A	Selvala Brostorm
Torch Courier	1	R	1	Creature	R	N/A	N/A	5c Lightning Druid
Toxic Deluge	24	B	3	Sorcery	2B	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Breya Consultation, Buried Alive Razaketh Sidisi, Divergent Control, Doomsday Breya, Doomsday Zur, E-MAN, Gitrog Dredge, Grixis Consultation, Grixis Twin, HE-MAN, Honorbru Meren, Jeleva Storm, Kess Storm, Mimeo Reanimator Hulk, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Razakats, Scepter Control, Seasons Pastigur, Shimmer Zur, Zuran Consultation
Training Grounds	2	U	1	Enchantment	U	N/A	N/A	Divergent Control, E-MAN
Trait Doctoring	1	U	1	Sorcery	U	N/A	N/A	Momir Hackball
Tranquil Thicket	1	G	0	Land	N/A	N/A	N/A	Seasons Pastigur
Transmute Artifact	5	U	2	Sorcery	UU	N/A	N/A	Divergent Control, HE-MAN, High Tide Jace, Paradox Arcum, Teferi Chain Veil
Treasonous Ogre	1	R	4	Creature	3R	N/A	N/A	Godo Helm
